id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
Q5791520,Cristina Ruiz Sandoval,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16191390,Crystal Tovar Aragón,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16200557,César Reynaldo Navarro,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q19948854,Damián Zepeda Vidales,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16146024,Darío Badillo Ramírez,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16213859,Darío Zacarías Capuchino,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16215267,David Galindo Delgado,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16218727,David Pérez Tejada,,,PVEM,pvem,,Chamber of Deputies,62,,,,male
Q16193612,Delfina Guzmán Díaz,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16147224,Delvim Fabiola Bárcenas,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16213322,Diana Velázquez Ramírez,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16221142,Diego Rodríguez Vallejo,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16191040,Domitilo Posadas Hernández,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16196292,Dora Talamante Lemas,,,PANAL,panal,,Chamber of Deputies,62,,,,female
Q16193760,Dulce María Muñíz,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16146233,Edilberto Algredo Jaramillo,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16197181,Eduardo Quian Alcocer,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16216569,Eligio González Farías,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16189553,Elizabeth Vargas Martín,,,PAN,pan,,Chamber of Deputies,62,,,,female
Q15379157,Elizabeth Yáñez Robles,,,PAN,pan,,Chamber of Deputies,62,,,,female
Q5829897,Eloy Cantú Segovia,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16147132,Elsa Patricia Araujo,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16186422,Elvia María Pérez,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16213662,Emilse Miranda Munive,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q5833206,Enrique Cárdenas,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16202418,Enrique De Castro Palomino,,,PVEM,pvem,,Chamber of Deputies,62,,,,male
Q16221729,Enrique Flores Flores,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16212862,Erick Rivera Villanueva,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16215265,Erika Funes Velázquez,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16216040,Ernesto Alfonso Robledo,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16218701,Ernesto Núñez Aguilar,,,PVEM,pvem,,Chamber of Deputies,62,,,,male
Q16212075,Esther Angélica Martínez,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16150059,Esther Quintana Salinas,,,PAN,pan,,Chamber of Deputies,62,,,,female
Q5406856,Eufrosina Cruz,,,PAN,pan,,Chamber of Deputies,62,,,,female
Q16190364,Eva Diego Cruz,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16196928,Faustino Félix Chávez,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16196481,Federico González Luna,,,PVEM,pvem,,Chamber of Deputies,62,,,,male
Q16186998,Felipe Arturo Camarena,,,PVEM,pvem,,Chamber of Deputies,62,,,,male
felipe_muñoz_kapamas,Felipe Muñoz Kapamas,,,PRI,pri,,Chamber of Deputies,62,,,,
Q16146590,Felipe de Jesús Almaguer,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16196576,Fernando Alfredo Maldonado,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16190131,Fernando Belaunzarán,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q15241452,Fernando Bribiesca Sahagún,,,PANAL,panal,,Chamber of Deputies,62,,,,male
Q16215732,Fernando Charleston,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16190336,Fernando Cuéllar Reyes,,,PRD,prd,,Chamber of Deputies,62,,,,male
fernando_de_las_fuentes,Fernando De las Fuentes,,,PRI,pri,,Chamber of Deputies,62,,,,
fernando_jorge_castro_trenti,Fernando Jorge Castro Trenti,,,PRI,pri,,Chamber of Deputies,62,,,,
Q1406714,Fernando Larrazábal Bretón,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q5695097,Fernando Rodríguez Doval,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16196683,Fernando Salgado Delgado,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16194415,Fernando Zamora Morales,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16191526,Fernando Zárate Salgado,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q5460225,Flor Ayala,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16216715,Flor Pedraza Aguilera,,,PAN,pan,,Chamber of Deputies,62,,,,female
Q16195954,Francisca Elena Corrales,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q5865160,Francisco Arroyo Vieyra,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16187087,Francisco González Vargas,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16187092,Francisco Grajales Palacios,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16213950,Francisco Javier Fernández Clamont,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16206533,Francisco Pelayo Covarrubias,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16106429,Francisco Tomás Rodríguez Montero,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16207706,Francisco Zepeda González,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16196024,Gabriel Gómez Michel,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16190731,Gabriel López Rosado,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16201848,Gabriel de Jesús Cárdenas,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16222314,Gabriela Medrano Galindo,,,PVEM,pvem,,Chamber of Deputies,62,,,,female
Q16194585,Gaudencio Hernández Burgos,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16192643,Genaro Carreño Muro,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16186872,Genaro Ruiz Arriaga,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q5878279,Gerardo Gaudiano Rovirosa,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q8963888,Gerardo Liceaga Arteaga,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16195740,Gerardo Peña Avilés,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q5878421,Gerardo Villanueva Albarrán,,,MRN,mrn,,Chamber of Deputies,62,,,https://upload.wikimedia.org/wikipedia/commons/9/96/Gerardovillanueva.jpg,male
Q16199553,Gerardo Xavier Hernández,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16200684,Germán Pacheco Díaz,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q15640590,Gilberto Hirata,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16190886,Gisela Mota Ocampo,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16107496,Glafiro Salinas Mendiola,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16185245,Gloria Bautista Cuevas,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16223322,Gloria Elizabeth Núñez Sánchez,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16194307,Graciela Saldaña Fraire,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16190420,Guadalupe Flores Salazar,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16196635,Guadalupe Ortega Pacheco,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16191201,Guillermo Sánchez Torres,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16148791,Harvey Gutiérrez Álvarez,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16208284,Heberto Neblina,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q5894858,Heriberto Galindo Quiñones,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16215456,Homero Niño de Rivera,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16190609,Hugo Jarquín,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16206550,Hugo Mauricio Pérez Anzueto,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16191203,Hugo Sandoval Martínez,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16146705,Humberto Alonso Morelli,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q15144679,Humberto Prieto Herrera,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16195073,Héctor García García,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16194570,Héctor Humberto Gutiérrez,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16189416,Héctor Narcia Álvarez,,,PVEM,pvem,,Chamber of Deputies,62,,,,male
Q16122469,Héctor Roblero Gordillo,,,PT,pt,,Chamber of Deputies,62,,,,male
Q5920110,Irazema González Martínez,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16106929,Irma Elizondo Ramírez,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16146549,Isabel Allende Cano,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16213913,Isaías Cortés Berumen,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16190859,Israel Moreno Rivera,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16144704,Jaime Bonilla Valdez,,,MRN,mrn,,Chamber of Deputies,62,,,,male
Q16218625,Jaime Chris López,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16196036,Javier Filiberto Guevara,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16205932,Javier López Zavala,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16186819,Javier Orihuela García,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q5928068,Javier Orozco Gómez,,,PVEM,pvem,,Chamber of Deputies,62,,,,male
Q5846280,Javier Salinas Narváez,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q6165742,Javier Treviño,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16191179,Jessica Salazar Trejo,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16217677,Jesús Antonio Valdés Palazuelos,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q5930460,Jesús Morales Flores,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q7733036,Jesús Murillo Karam,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16196200,Jesús Oviedo Herrera,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16187288,Jesús Tolentino Román,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16190606,Jhonatan Jardines Fraire,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16190913,Joaquina Navarrete Contreras,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16213464,Joaquín Caballero Rosiñol,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16191429,Jorge Federico De la Vega Membrillo,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q9012790,Jorge Francisco Sotomayor,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q2888955,Jorge Herrera Delgado,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q5935606,Jorge Mendoza Garza,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16192907,Jorge Rosiñol Abreu,,,PAN,pan,,Chamber of Deputies,62,,,https://upload.wikimedia.org/wikipedia/commons/2/24/Jorge_Rosiñol_Abreu.jpg,male
Q16191189,Jorge Salgado Parra,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16193392,Jorge Terán Juárez,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q15379189,Jorge Villalobos Seañez,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16120664,Jorge del Ángel Acosta,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16214417,Josefina García Hernández,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16191193,Josefina Salinas Pérez,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16190135,José Alberto Benavides,,,PT,pt,,Chamber of Deputies,62,,,,male
Q16194295,José Alberto Rodríguez Calderón,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q15111343,José Alejandro Llanas,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16187217,José Alejandro Montano,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16186990,José Alfredo Botello,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16193985,José Angelino Caamal,,,PANAL,panal,,Chamber of Deputies,62,,,,male
Q16186710,José Antonio Hurtado Gallegos,,,MC,mc,,Chamber of Deputies,62,,,,male
Q16107392,José Antonio León Mendivil,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16196674,José Antonio Rojo García,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q5938355,José Arturo López Cándido,,,MRN,mrn,,Chamber of Deputies,62,,,,male
Q16215530,José Arturo Salinas Garza,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16188994,José Enrique Doger Guerrero,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16206802,José Enrique Reina Lizárraga,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16194226,José Everardo Nava,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16185298,José Francisco Coronato Rodríguez,,,MC,mc,,Chamber of Deputies,62,,,,male
Q5940123,José González Morfin,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16199374,José Guadalupe García Ramírez,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q5888283,José Guillermo Anaya Llamas,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16189556,José Humberto Vega Vázquez,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16195987,José Ignacio Duarte Murillo,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q5940656,José Isabel Trejo,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16214099,José Isidro Moreno Árcega,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16189058,José Luis Cruz Flores Gómez,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16185330,José Luis Esquivel Zalpa,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16187072,José Luis Flores Méndez,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16122010,José Luis Muñoz Soria,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16196581,José Luis Márquez Martínez,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q5941545,José Luis Oliveros Usabiaga,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q15379222,José Luis Valle Magaña,,,MC,mc,,Chamber of Deputies,62,,,,male
Q16186781,José Manzur Quiroga,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16214055,José Martín López Cisneros,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16194256,José Noel Pérez de Alba,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16193258,José Pilar Moreno,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q5945029,José Rangel Espinosa,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16193569,José Rubén Escajeda,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16107515,José Soto Martínez,,,MC,mc,,Chamber of Deputies,62,,,,male
Q16190775,José Valentín Maldonado Salgado,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16193121,José Ángel González Serna,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q5946622,José Ángel Ávila Pérez,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q6299090,Juan Bueno Torio,,,PAN,pan,,Chamber of Deputies,62,,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Juan_Bueno_Torio_01.JPG,male
Q16145573,Juan Carlos Muñoz Márquez,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16196747,Juan Carlos Uribe Padilla,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q5865517,Juan Francisco Cáceres,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16189491,Juan Ignacio Samperio,,,MC,mc,,Chamber of Deputies,62,,,,male
juan_isidro_del_bosque,Juan Isidro Del Bosque,,,PRI,pri,,Chamber of Deputies,62,,,,
Q16147721,Juan Jesús Aquino Calvo,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16214075,Juan Luis Martínez Martínez,,,MRN,mrn,,Chamber of Deputies,62,,,,male
Q16195451,Juan Manuel Carbajal Hernández,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16148425,Juan Manuel Diez Francos,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16190426,Juan Manuel Fócil Pérez,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16186248,Juan Manuel Gastélum,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16193826,Juan Manuel Rocha Piedra,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16146246,Juan Pablo Adame,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16190187,Juana Bonilla Jaime,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16194092,Judit Magdalena Guerrero,,,PVEM,pvem,,Chamber of Deputies,62,,,,female
Q16196461,Julio César Flemate,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16216654,Julio César Lorenzini,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16190863,Julio César Moreno Rivera,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16190821,Julisa Mejía Guardado,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16144557,Kamel Athie Flores,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16191081,Karen Quiroga Anguiano,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16215881,Karina Labastida Sotelo,,,PAN,pan,,Chamber of Deputies,62,,,,female
landy_berzuenza_novelo,Landy Berzuenza Novelo,,,PRI,pri,,Chamber of Deputies,62,,,,
Q16204690,Laura Barrera Fortoul,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16232009,Laura Guadalupe Vargas Vargas,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16223781,Laura Martel Cantú,,,PVEM,pvem,,Chamber of Deputies,62,,,,female
Q16149263,Leobardo Alcalá,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16192905,Leonor Romero Sevilla,,,PAN,pan,,Chamber of Deputies,62,,,,female
Q16213755,Leopoldo Sánchez Cruz,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16215997,Leslie Pantoja Hernández,,,PAN,pan,,Chamber of Deputies,62,,,,female
Q16213465,Leticia Calderón Ramírez,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16194659,Leticia López Landero,,,PAN,pan,,Chamber of Deputies,62,,,,female
Q16146555,Lilia Aguilar Gil,,,PT,pt,,Chamber of Deputies,62,,,,female
Q16215726,Liliana Castillo Terreros,,,PAN,pan,,Chamber of Deputies,62,,,,female
Q16188900,Lisandro Campos Córdova,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q5977552,Lizbeth Gamboa Song,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16191148,Lizbeth Rosas Montero,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16200396,Lorena Méndez Denis,,,MRN,mrn,,Chamber of Deputies,62,,,,female
Q15379214,Lorenia Valles Sampedro,,,PRD,prd,,Chamber of Deputies,62,,,,female
Q16186821,Loretta Ortíz Ahlf,,,MRN,mrn,,Chamber of Deputies,62,,,,female
Q16185537,Lourdes Quiñones Canales,,,PRI,pri,,Chamber of Deputies,62,,,,female
Q16148680,Lucila Garfias,,,PANAL,panal,,Chamber of Deputies,62,,,,female
Q5680996,Luis Alberto Villarreal,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16187227,Luis Alfredo Murguía,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16196954,Luis Antonio González Roldán,,,PANAL,panal,,Chamber of Deputies,62,,,,male
Q16199233,Luis Armando Córdova Díaz,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16220929,Luis Gómez Gómez,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16150221,Luis Manuel Arias Pallares,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16206746,Luis Miguel Ramírez Romero,,,PAN,pan,,Chamber of Deputies,62,,,,male
Q16213407,Luis Olvera Correa,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q6107974,Luis Ricardo Aldana,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16190395,Luis Ángel Espinoza Cházaro,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q15156389,Luisa María Alcalde Luján,,,MRN,mrn,,Chamber of Deputies,62,,,,female
Q16193272,Magdalena Núñez Monreal,,,PT,pt,,Chamber of Deputies,62,,,,female
Q2355497,Manlio Fabio Beltrones,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q5992337,Manuel Añorve Baños,,,PRI,pri,,Chamber of Deputies,62,,,,male
Q16190571,Manuel Rafael Huerta,,,MRN,mrn,,Chamber of Deputies,62,,,,male
Q16200663,Marcelina Orta Coronado,,,PAN,pan,,Chamber of Deputies,62,,,,female
Q16190462,Marcelo Garza Ruvalcaba,,,PRD,prd,,Chamber of Deputies,62,,,,male
Q16196739,Marcelo Torres Cofiño,,,PAN,pan,,Chamber of Deputies,62,,,,male
